,Ticker,Co_name
3954,SAKUMA.NS,Sakuma Exports Limited
3955,INTRLNK.BO,INTERLINK EXPORTS LTD.
3956,GOKEX.NS,Gokaldas Exports Limited
3957,RJNIEXT.BO,TROMBO EXTRACTIONS LTD
3958,PSUBNKBEES.BO,Goldman Sachs Mutual Fund - Goldman Sachs PSU Bank Exchange Traded Scheme
3959,NAGREEKEXP.BO,NAGREEKA EXPORTS LTD.
3960,HINDOILEXP6.BO,HINDOILEXP6.BO
3961,LOTUSEYE-EQ.NS,LOTUS EYE CARE HOSPITAL LIMITED
3962,SIMRAN.BO,Simran Farms Ltd
3963,PDSMFL.NS,PDS Multinational Fashions Limited
3964,FAZE3Q.BO,Faze Three Ltd.
3965,FARMAXIND.NS,Farmax India Limited
3966,FAIRDSY.BO,Fairdeal Filaments Ltd
3967,FACORSTE.BO,Facor Steels Ltd.
3968,SOLARFM.BO,SOLAR FARMACHEM LTD.
3969,FARMAXIND.BO,Farmax India Limited
3970,FALCONTQ.BO,Falcon Tyres Ltd.
3971,PRIYFAB.BO,PRIYADARSHINI FABS LTD.
3972,SANTOSHF.BO,Santosh Fine Fab Ltd
3973,FARRYIND.BO,Farry Industries Limited
3974,INDTERRAIN.BO,INDIAN TERRAIN FASHIONS LTD.
3975,KHTRFIB.BO,Khator Fibre & Fabrics Limited
3976,VISHAL.BO,VISHAL FABRICS LTD
3977,INDTERRAIN-EQ.NS,INDIAN TERRAIN FAS INR2
3978,MONTECARLO.NS,Monte Carlo Fashions Limited
3979,PFRL-EQ.NS,ADITYA BIRLA FASH INR10
3980,JAYBFAB.BO,JAYBHARAT FABRICS MILLS LTD.
3981,FLFL.BO,FUTURE LIFESTYLE FASHIONS LTD
3982,FILATFASH.BO,Filatex Fashions Limited
3983,SUNDRMFAST6.BO,SUNDRMFAST6.BO
3984,FARMAXIND-BE.NS,FARMAX INDIA LTD INR1
3985,MONTECARLO.BO,Monte Carlo Fashions Limited
3986,PDSMFL.BO,PDS MULTINATIONAL FASHIONS LIM
3987,FABWRT.BO,FABWRTH IND
3988,FASTRAENT.BO,Fast Track Entertainment Ltd.
3989,PDSMFL-EQ.NS,PDS MULTINATIONAL INR10
3990,SUNDRMFAST.NS,Sundram Fasteners Limited
3991,INDTERRAIN.NS,Indian Terrain Fashions Limited
3992,KAMADGIRI.BO,KAMADGIRI FASHION LTD.
3993,MONTECARLO-EQ.NS,MONTE CARLO FASHIO INR10
3994,KRISHFAB.BO,KRISHANA FABRICS LIMITED
3995,FLFL.NS,Future Lifestyle Fashions Limited
3996,RAVALSUGAR.BO,RAVALGAON SUGAR FARM LTD.
3997,KFL.BO,KAVITA FABRICS LTD.
3998,SAMTEX.BO,Samtex Fashions Ltd.
3999,FLFL-EQ.NS,FUTURE LIFESTYLE F INR2
4000,FACT.BO,FERTILIZERS & CHEMICALS TRAVAN
4001,DEVFA.BO,DEV FASTENERS LTD.
4002,FCSSOFT-EQ.NS,FCS SOFTWARE SOLUT INR1
4003,FCSSOFT.NS,FCS Software Solutions Limited
4004,FCSSOFT.BO,FCS Software Solutions Limited
4005,FCL.BO,FINEOTEX CHEMICAL LTD.
4006,FCEL-EQ.NS,FUTURE CONSUMER EN INR6
4007,FCL.NS,Fineotex Chemical Limited
4008,FDC.NS,FDC Limited
4009,FDCLTDBBPH.BO,FDC LIMITED*
4010,FDC.BO,FDC Limited
4011,FDC6.BO,FDC6.BO
4012,RELCNX100-EQ.NS,RELIANCE MUTUAL FD RELIANCE ETF
4013,FDC-EQ.NS,FDC LIMITED
4014,FMGOETZE.BO,FEDERAL-MOGUL GOETZE (INDIA) L
4015,FENOPLAS.BO,Fenoplast Ltd.
4016,FMGOETZE.NS,Federal-Mogul Goetze (India) Limited
4017,UTIFEFRGR1-MF.NS,UTI MUTUAL FUND FEF-S-I-1100D R
4018,FEINDIALTD.BO,FE (INDIA) LTD
4019,KRISFEP.BO,Krishna Ferro Products Limited
4020,COSMOFE.BO,Cosmo Ferrites Limited
4021,FEDERALBNK.NS,The Federal Bank Limited
4022,FERVENTSYN.BO,FERVENT SYNERGIES LTD.
4023,FEDDERLOYD.BO,FEDDERS ELECTRIC AND ENG LTD
4024,IMPEXFERRO.BO,IMPEX FERRO TECH LTD.
4025,GSFC.NS,Gujarat State Fertilizers & Chemicals Limited
4026,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited
4027,FEDERALBNK-EQ.NS,THE FEDERAL BANK LIMITED
4028,VGPRFOO.BO,VEGEPRO FOODS & FEEDS LTD.
4029,MADRASFERT.BO,Madras Fertilizer Limited
4030,ROHITFERRO.NS,Rohit Ferro-Tech Limited
4031,MADRASFERT-EQ.NS,MADRAS FERTILIZERS INR10(DEMAT)
4032,FEDDERLOYD.NS,Fedders Electric and Engineering Limited
4033,IMPEXFERRO.NS,Impex Ferro Tech Limited
4034,GSFC6.BO,GSFC6.BO
4035,GSFC.BO,Gujarat State Fertilizers & Chemicals Ltd.
4036,FEROCON.BO,FERRO CONCRETE CO.(INDIA) LTD.
4037,SHREEPUSHK-BE.NS,Shre Push Chem & Fert Ltd
4038,SHREEPUSHK.BO,Shree Pushkar Chemicals & Fert
4039,ROHITFERRO.BO,Rohit Ferro-Tech Limited
4040,FEDERALBNK.BO,FEDERAL BANK LTD.
4041,KHAICHEM.BO,Khaitan Chemicals & Fertilizers Ltd.
4042,SHREEPUSHK-EQ.NS,SHREE PUSHKAR CHEM INR10
4043,USHAIRN.BO,USHAIRN.BO
4044,CHAMBLFERT.BO,CHAMBAL FERTILISERS & CHEMICAL
4045,CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited
4046,DEEPAKFERT6.BO,DEEPAKFERT6.BO
4047,NFL.NS,National Fertilizers Limited
4048,GNFC.BO,Gujarat Narmada Valley Fertilizers & Chemicals Limited
4049,RAASHIF.BO,RAASHI FERTILIZERS LTD.
4050,ROHITFERRO-EQ.NS,ROHIT FERRO-TECH INR10
4051,MADRASFERT.NS,Madras Fertilizers Limited
4052,KIRLFER.BO,Kirloskar Ferrous Industries Limited
4053,ADARCHM.BO,ADARSH CHEMICALS & FERTILIZERS
4054,FGP.BO,FGP Ltd.
4055,SRTRANSFI.NS,Shriram Transport Finance Co. Ltd.
4056,SUMEDHA.BO,Sumedha Fiscal Services Limited
4057,SRTRANSFIN.NS,Shriram Transport Finance Company Limited
4058,SREINFRA.BO,SREI Infrastructure Finance Limited
4059,SIELFNS.BO,Siel Financial Services Ltd.
4060,SARLAPOLY.NS,Sarla Performance Fibers Limited
4061,RRFIN.BO,RR Financial Consultants Limited
4062,RAUNAFI.BO,RAUNAQ FINANCE LTD.
4063,NCCFIN.BO,NCC Finance Limited
4064,NALINLEA.BO,Nalin Lease Finance Ltd.
4065,NAHARPOLY-EQ.NS,NAHAR POLY FILMS LIMITED
4066,MFSL.BO,Max Financial Services Limited
4067,LICHSGFIN.BO,LIC Housing Finance Ltd.
4068,LADDERUP.BO,Ladderup Finance Limited
4069,INTRGLB.BO,Inter Globe Finance Ltd.
4070,INDUSFILA.NS,Indus Fila Limited
4071,IBULHSGFIN.NS,Indiabulls Housing Finance Limited
4072,HBLEAS.BO,HB Leasing & Finance Co. Ltd.
4073,GVFILM.BO,GV Films Limited
4074,GOLECHA.BO,Golechha Global Finance Ltd.
4075,FUFITIN.BO,Fusion Fittings (I) Limited
4076,FSL.NS,Firstsource Solutions Limited
4077,FSL.BO,Firstsource Solutions Limited
4078,FINANTECH.NS,63 Moons Technologies Limited
4079,FILATEX.BO,Filatex India Ltd.
4080,INDUSFILA-BE.NS,INDUS FILA LIMITED
4081,MUNOTHFI.BO,Munoth Financial Services Limited
4082,INCFS.BO,INCAP FINANCIAL SERVICES LTD.
4083,SRGSFL.BO,S R G SECURITIES FINANCE LTD
4084,FINCABLES-EQ.NS,FINOLEX CABLES LIMITED
4085,SPS.BO,SPS FINQUEST LTD
4086,LFIC-BE.NS,Lakshmi Fin Ind Corp Ltd
4087,MINDAFIN.BO,Minda Finance Limited
4088,LLOYDFIN.BO,LLOYDS FINANCE LTD.
4089,GBLINFRA.BO,GLOBAL INFRATECH & FINANCE LIM
4090,RFSL.BO,Richfield Financial Services L
4091,TCIFINANCE.BO,TCI FINANCE LTD.
4092,SAVFI.BO,Savani Financials Ltd.
4093,MAFLU.BO,MAFATLAL LUBRICANTS LTD.
4094,RTFL.BO,Real Touch Finance Limited
4095,FINCABLES6.BO,FINCABLES6.BO
4096,CONSOFINVT-EQ.NS,CONSOLIDATED FINVE INR10
4097,FIBERWEB.BO,Fiberweb (India) Ltd.
4098,GICHSGFIN.NS,GIC Housing Finance Limited
4099,KUBERFN.BO,KUBER AUTO GENERAL FINANCE & L
4100,KARNAVATI.BO,Karnavati Finance Limited
4101,GDLLEAS.BO,GDL Leasing & Finance Ltd
4102,FIEMIND.BO,Fiem Industries Ltd.
4103,SARVOTTAM.BO,Sarvottam Finvest Limited
4104,IBULHSGFIN.BO,INDIABULLS HOUSING FINANCE LTD
4105,CAMLINFINE.NS,CAMLIN FINE SCIENC INR1
4106,SURYAKR.BO,SURYAKRIPA FINANCE LTD.
4107,RLFL.BO,RAMCHANDRA LEASING & FINANCE L
4108,TOKYOFIN.BO,Tokyo Finance Ltd.
4109,FIRFIN.BO,First Financial Services Limited
4110,KUMPFIN.BO,Kumbhat Financial Services Ltd.
4111,CONSOFINVT.NS,Consolidated Finvest & Holdings Limited
4112,JMFINANCIL.NS,JM Financial Limited
4113,MAFATLAFIN.BO,MAFATLAL FINANCE CO.LTD.
4114,KONGINT.BO,KONGARAR INTEGRATED FIBRES LTD
4115,WELPLACE.BO,GENERIC ENGINEERING CONSTR&PROJ
4116,SUNDARMFIN.NS,Sundaram Finance Limited
4117,FINPIPE6.BO,FINPIPE6.BO
4118,OFSS.BO,ORACLE FINANCIAL SERVICES SOFT
4119,LIBERAL.BO,LIBERAL FINLEASE LTD.
4120,LAKSHMIFIN-BE.NS,LAKSHMIFIN-BE.NS
4121,RAIPF.BO,Raj Irrigation Pipes & Fittings Ltd.
4122,NAHARCAP.NS,Nahar Capital and Financial Services Limited
4123,GINNIFILA.BO,GINNI FILAMENTS LTD.
4124,TRCFIN.BO,TRC Financial Services Ltd.
4125,GLANCE.BO,Glance Finance Ltd.
4126,UPSURGE.BO,Upsurge Investment and Finance Limited
4127,KIEVFIN.BO,KIEV FINANCE LTD.
4128,LEADFIN.BO,Lead Financial Services Ltd.
4129,GRUH.BO,GRUH FINANCE LTD.
4130,TFLL.BO,Tirupati Fin-Lease Ltd.
4131,TRIAFIN.BO,TRIA FINE-CHEM LTD.
4132,OFSS-EQ.NS,ORACLE FINANCIAL SERVICES SOFTW
4133,RISHABFIN.BO,Rishab Financial Services Ltd
4134,STERHFN.BO,STERLING HOLIDAY FINANCIAL SER
4135,SRGHFL.BO,SRG HOUSING FINANCE LTD.
4136,MUTHOOTFIN.BO,MUTHOOT FINANCE LTD.
4137,PUNFIBR.BO,PUNJAB FIBRES LTD.
4138,FIEMIND-EQ.NS,FIEM INDUSTRIES LIMITED
4139,VBDESAI.BO,V. B. Desai Financial Services Limited
4140,SBIHOMEFIN.BO,SBI HOME FINANCE LTD.
4141,L&TFH-EQ.NS,L&T FINANCE HOLDINGS LIMITED
4142,SSPNFIN.BO,SSPN Finance Limited
4143,SHIVA.BO,Shivansh Finserv Limited
4144,GLFL.NS,Gujarat Lease Financing Limited
4145,FINKURVE.BO,FINKURVE FINANCIAL SERVICES LT
4146,INDUSFILA.BO,Indus Fila Limited
4147,GUJFISC.BO,GUJARAT FISCON LTD.
4148,GINNIFILA-EQ.NS,GINNI FILAMENTS LIMITED
4149,SAHLIBHFI.BO,Shalibhadra Finance Limited
4150,GICHSGFIN.BO,GIC HOUSING FINANCE LTD.
4151,COSMOFILMS.BO,Cosmo Films Limited
4152,GUJSTATFIN-BT.NS,GUJARAT STATE FINANCIAL CORPORA
4153,FILATEX.NS,Filatex India Limited
4154,GANDLEA.BO,GANDHINAGAR LEASING & FINANCE
4155,LIBORDFIN.BO,LIBORD FINANCE LTD
4156,TCIFINANCE.NS,TCI Finance Limited
4157,NAHARPOLY.NS,Nahar Poly Films Limited
4158,NGRJFIN-B.BO,NAGARJUNA FINANCE LTD.
4159,SAKTHIFIN.BO,SAKTHI FINANCE LTD.
4160,M3GLOBAL.BO,NIYOGIN FINTECH LIMITED
4161,SANCF.BO,SANCHAY FINVEST LTD.
4162,GOLDLEG.BO,Golden Legand Leasing and Finance Limited
4163,PFS.BO,PTC INDIA FINANCIAL SERVICES L
4164,FINANTECH-EQ.NS,FINANCIAL TECHNOLOGIES (INDIA)
4165,SRESTHA.BO,Srestha Finvest Limited
4166,PBFL.BO,P. B. Films Limited
4167,NITINFIRE.NS,Nitin Fire Protection Industries Limited
4168,PFC-EQ.NS,POWER FINANCE CORPORATION LIMIT
4169,RAHILIN.BO,RAHIL INVESTMENT & FINANCE LTD
4170,RAJATH.BO,RAJATH FINANCE LIMITED
4171,MMLF.BO,MONEY MASTERS LEASING & FINANC
4172,FINANTECH6.BO,FINANTECH6.BO
4173,GICHSGFIN-EQ.NS,GIC HOUSING FINANCE LIMITED
4174,PMCFIN.BO,PMC FINCORP LIMITED
4175,MUDITFN.BO,Mudit Finlease Ltd.
4176,GLFL.BO,Gujarat Lease Financing Limited
4177,TCFCFINQ.BO,TCFC Finance Ltd.
4178,MOTILALOFS.NS,Motilal Oswal Financial Services Limited
4179,NATFIT.BO,NATIONAL FITTINGS LIMITED
4180,BAJRFIN.BO,BAJRANG FINANCE LTD.
4181,GANONTR.BO,GANON TRADING FINANCE CO.LTD.
4182,PROLINSO.BO,PROLINE SOFTWARE & FINANCE LTD
4183,IFINSER.BO,INTERACTIVE FINANCIAL SERVICES
4184,PUSHPA.BO,PUSHPANJALI FLORICULTURE LTD.
4185,PURITY.BO,Purity Flex Pack Ltd
4186,NAVINFLUOR-EQ.NS,NAVIN FLUORINE INT INR2
4187,GUJFLUORO6.BO,GUJFLUORO6.BO
4188,GUJFLUORO.BO,Gujarat Fluorochemicals Limited
4189,NATFLASK.BO,NATIONAL FLASK INDUSTRIES LTD.
4190,FLEXITUFF.BO,FLEXITUFF INTERNATIONAL LTD.
4191,FLUIDOM.BO,Fluidomat Ltd.
4192,MAYURFL.BO,MAYUR FLOORINGS LTD.
4193,FLFININ.BO,PL FINANCE & INVESTMENT LTD.
4194,FLORENCE.BO,FLORENCE INVESTECH LIMITED
4195,NAVINFLUOR.BO,NAVIN FLUORINE INTERNATIONAL L
4196,FLEXFO.BO,Flex Foods Ltd.
4197,KUBERFL.BO,KUBER FLORITECH LTD.
4198,GUJFLUORO.NS,Gujarat Fluorochemicals Limited
4199,HINFLUR.BO,Hindustan Fluorocarbons Ltd.
4200,PRMRVNY-B.BO,PREMIER VINYL FLOORING LTD.
4201,FLORATX.BO,Flora Textiles Ltd
4202,NAVINFLUOR.NS,Navin Fluorine International Limited
4203,ENJNATF.BO,ENJAYES NATURAL FLAVOURS LTD.
4204,HRBFLOR.BO,HRB FLORICULTURE LTD.
4205,GUJNFLY.BO,Gujarat Narmada Flyash Company Limited
4206,FLEXITUFF.NS,Flexituff International Limited
4207,FLEETWL.BO,FLEETWELD (INDIA) LTD.
4208,LTMFXTG-MF.NS,L&T MUTUAL FUND FMP GRWT OPT 03
4209,FMNL.NS,Future Market Networks Limited
4210,FMEC.BO,F MEC INTERNATIONAL FINANCIAL
4211,FMNL-EQ.NS,FUTURE MKT NETWORK INR10
4212,FMNL.BO,FUTURE MARKET NETWORKS LTD.
4213,SYNCOMF.BO,SYNCOM FORMULATIONS (INDIA) LT
4214,SYNCOM.BO,Syncom Formulations India Ltd
4215,SPECFOOD.BO,Spectrum Foods Ltd.
4216,SITASHREE.BO,Sita Shree Food Products Ltd.
4217,SGFL.NS,Shree Ganesh Forgings Limited
4218,RJKMRFR.BO,Rajkumar Forge Ltd.
4219,RAINBOWF.BO,Rainbow Foundations Limited
4220,PGFOILQ.BO,P G Foils Limited
4221,NBFOOT.BO,NB Footwear Limited
4222,MMFL.NS,MM Forgings Limited
4223,HINDUJAFO.BO,Hinduja Foundries Limited
4224,FOSECOIND.NS,Foseco India Limited
4225,FORTIS.NS,Fortis Healthcare Limited
4226,FORTIS.BO,Fortis Healthcare Limited
4227,FORTIS-EQ.NS,FORTIS HEALTHCARE LIMITED
4228,HMGRFOD.BO,HIMGIRI FOODS LTD.
4229,SSFORMT.BO,S.S. Forgings & Engineering Limited
4230,FORINTL.BO,FORTUNE INTERNATIONAL LTD.
4231,LGBFORGE.BO,LGB FORGE LTD.
4232,LANYARD.BO,LANYARD FOODS LTD.
4233,HINDUJAFO.NS,Hinduja Foundries Limited
4234,PHILCORP.BO,Kore Foods Limited
4235,SHAHFOOD.BO,Shah Foods Limited
4236,ADORFO.BO,Ador Fontech Ltd.
4237,NHCFOODS.BO,NHC FOODS LTD.
4238,SOURCENTRL.BO,SOURCE NATURAL FOODS & HERBAL
4239,ADFFOODS.NS,ADF Foods Limited
4240,RKFORGE.NS,Ramkrishna Forgings Limited
4241,GUJFOIL.BO,Gujarat Foils Ltd.
4242,METALFORGE-EQ.NS,METALYST FORGINGS INR10
4243,TRANSFD.BO,TRANSGLOBE FOODS LTD.
4244,SMFIL.BO,SMITHS & FOUNDERS (INDIA) LIMI
4245,GOLDCOINHF.BO,GOLD COIN HEALTH FOODS LTD
4246,LGBFORGE-EQ.NS,LGB FORGE LIMITED
4247,HERITGFOOD.NS,Heritage Foods Limited
4248,KALYANIFRG-BE.NS,KALYANI FORGE INR10
4249,SURFI.BO,Suryo Foods & Industries Ltd
4250,METALFORGE.NS,Metalyst Forgings Limited
4251,KMGMILK.BO,KMG MILK FOOD LTD.
4252,MISHTANN.BO,Mishtann Foods Limited
4253,MICROMT.BO,MICRO FORGE (INDIA) LTD.
4254,MAHAANF.BO,Mahaan Foods Limited
4255,KALYANIFRG-EQ.NS,KALYANI FORGE INR10
4256,PFOCUS-EQ.NS,PRIME FOCUS LIMITED
4257,SUPERFORGE.BO,SUPER FORGINGS & STEELS LTD.
4258,PFOCUS.NS,Prime Focus Limited
4259,RCLFOODS.BO,RCL FOODS LIMITED
4260,FOCUSIRL.BO,FOCUS INDUSTRIAL RESOURCES LTD
4261,UNJHAFOR.BO,Unjha Formulations Limited
4262,KALYANIFRG.BO,KALYANI FORGE LTD.
4263,RIVERDAL.BO,RIVERDALE FOODS LTD.
4264,RELAXO-EQ.NS,RELAXO FOOTWEARS LIMITED
4265,SFPIL.BO,SQUARE FOUR PROJECTS INDIA LIM
4266,RELAXO.NS,Relaxo Footwears Limited
4267,SGFL.BO,SHREE GANESH FORGINGS LTD.
4268,SITASHREE-EQ.NS,SITA SHREE FOOD PRODUCTS LIMITE
4269,KOHINOOR-EQ.NS,KOHINOOR FOODS LIMITED
4270,GRANDFONRY.BO,GRAND FOUNDRY LTD.
4271,HIMALFD.BO,Himalchuli Food Products Limited
4272,HERITGFOOD-EQ.NS,HERITAGE FOODS LTD INR10
4273,HILTON.NS,Hilton Metal Forging Limited
4274,KOHINOOR.NS,Kohinoor Foods Limited
4275,METALFORGE.BO,METALYST FORGINGS LIMITED
4276,FORTISMLR.BO,FORTIS MALAR HOSPITALS LIMITED
4277,VIMALOIL-EQ.NS,VIMAL OIL & FOOD INR10
4278,TRATF.BO,TRANS TECHNO FOODS LTD.
4279,MUNISFG.BO,MUNIS FORGE LTD.
4280,KORE.BO,Kore Foods Limited
4281,FORBESCO.BO,Forbes & Company Limited
4282,MMFL-EQ.NS,MM FORGINGS LIMITED
4283,TARAI.BO,Tarai Foods Ltd
4284,LGBFORGE.NS,LGB Forge Limited
4285,IGC.BO,IGC Foils Limited
4286,FOSECOIND.BO,FOSECO INDIA LTD.
4287,SITASHREE-BE.NS,SITA SHREE FOOD PR INR10
4288,PFOCUS.BO,Prime Focus Limited
4289,VIMALOIL.NS,Vimal Oil & Foods Limited
4290,FOMEHOT.BO,Fomento Resorts & Hotels Limited
4291,VINTAFD.BO,VINTAGE FOODS & INDUSTRIES LTD
4292,RMIFOOD.BO,RMI FOODS LTD.
4293,RKFORGE.BO,Ramkrishna Forgings Limited
4294,SYNTHFO.BO,Synthiko Foils Ltd.
4295,PRESTIG.BO,PRESTIGE FOODS LTD.
4296,TEMPTFD.BO,TEMPTATION FOODS LTD.
4297,KOHINOOR.BO,Kohinoor Foods Ltd.
4298,SPARKFD.BO,SPARKLE FOODS LTD.
4299,HERITGFOOD.BO,Heritage Foods Limited
4300,SGFL-EQ.NS,SHREE GANESH FORG INR10
4301,SGFL-BE.NS,SHREE GANESH FORG INR10
4302,GANFNDR.BO,GANESH FOUNDRY & CASTINGS LTD.
4303,FORFOOD.BO,FORTUNE FOODS LTD.
4304,KALYANIFRG.NS,Kalyani Forge Limited
4305,TECHFOR.BO,Techno Forge Limited
4306,NIMBUSFOO.BO,Nimbus Foods Industries Ltd
4307,FRL.NS,Future Enterprises Limited
4308,GOAFRUT.BO,GOA FRUIT SPECIALITIES LTD.
4309,FREDUN.BO,Fredun Pharmaceuticals Limited
4310,FRLDVR.BO,FUTURE ENTERPRISES LTD
4311,FRL-EQ.NS,FUTURE ENTERPRISES INR2
4312,FRONTCAP.BO,FRONTIER CAPITAL LIMITED
4313,TRICOMFRU.BO,TRICOM FRUIT PRODUCTS LIMITED
4314,FRONTSP.BO,Frontier Springs Ltd.
4315,SANGFROID.BO,Sang Froid Labs (India) Limite
4316,FRONTSEC.BO,Frontline Securities Ltd.
4317,FRONTFN.BO,FRONTLINE FINANCIAL SERVICES L
4318,FRONTIER.BO,Frontier Informatics Limited
4319,FRL4.BO,FRL4.BO
4320,IPRU8895.BO,ICICI Prudential Mutual Fund
4321,HFCL.NS,Himachal Futuristic Communications Limited
4322,FUTURSEC.BO,Futuristic Securities Limited
4323,HFEFRD.BO,HDFC Mutual Fund
4324,KTKSENSEX.BO,Kotak Mahindra Mutual Fund - Kotak Sensex ETF
4325,SEOFIIGD.BO,SBI Mutual Fund
4326,SEOFIGR.BO,SBI Mutual Fund
4327,RCAPBULADD.BO,RELIANCE MUTUAL FUND - RELIANC
4328,RELSENSEX.BO,Reliance Mutual Fund
4329,HFEFBRD.BO,HDFC Mutual Fund
4330,HRGESSRG2.BO,HDFC MUTUAL FUND - HDFC RAJIV
4331,SEOFIDR.BO,SBI Mutual Fund
4332,HFCL.BO,Himachal Futuristic Communications Ltd.
4333,RCBFIICD.BO,Reliance Mutual Fund
4334,SC2RD-MF.NS,SUNDARAM MUTUAL FU SEL SMALL CA
4335,RCBFIIIAX.BO,Reliance Mutual Fund
4336,SOUTHFUEL.BO,SOUTHERN FUEL LTD.
4337,RCAPBULBDD.BO,RELIANCE MUTUAL FUND - RELIANC
4338,IPRU2639.BO,ICICI Prudential Mutual Fund
4339,IPRU2722.BO,ICICI Prudential Mutual Fund
4340,UTINIFTETF.BO,UTI Mutual Fund
4341,IPRU8937.BO,ICICI Prudential Mutual Fund
4342,RCAPBUILBD.BO,RELIANCE MUTUAL FUND- RELIANCE
4343,IPRU8958.BO,ICICI Prudential Mutual Fund
4344,KTKKIGFDD.BO,Kotak Mahindra Mutual Fund
4345,IPRU8688.BO,ICICI PRUDENTIAL VALUE FUND SE
4346,LICNFR2GP.BO,LIC MF RGESS FUND SR- 2 REG PL
4347,IPRU8463.BO,ICICI PRUDENTIAL MUTUAL FUND -
4348,RCBFIIBDD.BO,Reliance Mutual Fund
4349,IPRU2366.BO,IPRU2366.BO
4350,HDFCNIFETF.BO,HDFC Mutual Fund
4351,SEOFIIDD.BO,SBI Mutual Fund
4352,INIFTY.BO,ICICI PRUDENTIAL MUTUAL FUND -
4353,SEOFIIDR.BO,SBI Mutual Fund
4354,IPRU8969.BO,ICICI Prudential Mutual Fund
4355,KOTAKNIFTY.BO,Kotak Mahindra Mutual Fund - Kotak Nifty ETF
4356,IPRU2586.BO,IPRU2586.BO
4357,LICNFR3G1.BO,LIC MF RGESS FUND SR-3-DRT PL
4358,IPRU2511.BO,ICICI Prudential Mutual Fund
4359,LICNFR2D1.BO,LIC MF RGESS FUND SR-2 DRT PL
4360,SEOFIDD.BO,SBI Mutual Fund
4361,IPRU2365.BO,ICICI Prudential Mutual Fund
4362,IPRU2619.BO,ICICI Prudential Mutual Fund
4363,IPRU2735.BO,ICICI Prudential Mutual Fund
4364,IPRU8565.BO,ICICI Prudential Mutual Fund
4365,UCALFUEL.NS,Ucal Fuel Systems Limited
4366,IPRU8566.BO,IPRU8566.BO
4367,IPRU2721.BO,ICICI Prudential Mutual Fund
4368,IPRU8923.BO,ICICI Prudential Mutual Fund
4369,HFEFDG.BO,HDFC Mutual Fund
4370,RCAPBUILCG.BO,Reliance Mutual Fund
4371,HNGSNGBEES.BO,GOLDMAN SACHS MUTUAL FUND
4372,HDFCMFGETF.BO,HDFC MUTUAL FUND - HDFC GOLD E
4373,IPRU8821.BO,ICICI Prudential Mutual Fund
4374,RCLEDPLBDD.BO,RELIANCE MUTUAL FUND - RELIANC
4375,IPRU8910.BO,ICICI Prudential Mutual Fund
4376,KOTAKPSUBK.BO,Kotak Mahindra Mutual Fund - Kotak PSU Bank ETF
4377,RCLEDPLADD.BO,RELIANCE MUTUAL FUND - RELIANC
4378,IPRU2767.BO,ICICI Prudential Mutual Fund
4379,KTKKIGFG.BO,Kotak Mahindra Mutual Fund
4380,M50.BO,MOTILAL OSWAL MUTUAL FUND
4381,HRGESSDG2.BO,HDFC MUTUAL FUND - HDFC RAJIV
4382,IPRU2670.BO,ICICI Prudential Mutual Fund
4383,RCBFIIIAG.BO,Reliance Mutual Fund
4384,RCBFIICG.BO,Reliance Mutual Fund
4385,IDBIGOLD.BO,IDBI MUTUAL FUND - IDBI GOLD E
4386,RCAPBULBDG.BO,RELIANCE MUTUAL FUND- RELIANCE
4387,IPRU2693.BO,ICICI Prudential Mutual Fund
4388,HFEFRG.BO,HDFC Mutual Fund
4389,RCBFIIAG.BO,Reliance Mutual Fund
4390,FUNWTRD.BO,FUNWORLD & TOURISM DEVELOPMENT
4391,RCAPBULCDD.BO,Reliance Mutual Fund
4392,IPRU2530.BO,ICICI Prudential Mutual Fund
4393,RCAPBULADG.BO,RELIANCE MUTUAL FUND- RELIANCE
4394,IPRU8687.BO,ICICI PRUDENTIAL VALUE FUND SE
4395,RCBFIIADD.BO,Reliance Mutual Fund
4396,RCLENDPLAD.BO,RELIANCE MUTUAL FUND- RELIANCE
4397,IPRU2598.BO,ICICI Prudential Mutual Fund
4398,UTRGESSRGR-MF.NS,UTI MUTUAL FUND RGSS RET GROWTH
4399,IPRU2708.BO,ICICI Prudential Mutual Fund
4400,IPRU2263.BO,ICICI PRUDENTIAL MUTUAL FUND -
4401,HFEFBDD.BO,HDFC Mutual Fund
4402,RCBFIIAD.BO,Reliance Mutual Fund
4403,IPRU8800.BO,ICICI Prudential Mutual Fund
4404,LICNFR3D1.BO,LIC MF RGESS FUND SR-3 DRT PL-
4405,IPRU8793.BO,ICICI Prudential Mutual Fund
4406,IPRU8628.BO,ICICI PRUDENTIAL GROWTH FUND S
4407,IPRU2591.BO,ICICI Prudential Mutual Fund
4408,UTISENSETF.BO,UTI Mutual Fund
4409,KOTAKNIFTY2.BO,KOTAKNIFTY2.BO
4410,RCAPBUILBG.BO,RELIANCE MUTUAL FUND- RELIANCE
4411,KOTAKGOLD.BO,Kotak Mahindra Mutual Fund - Kotak Gold ETF
4412,FRLDVR-EQ.NS,FUTURE ENTERPRISES INR2 'B' (BO
4413,RCBFIIBDG.BO,Reliance Mutual Fund
4414,FUTURAPOLY.BO,FUTURA POLYESTERS LTD.
4415,RCBFIICDG.BO,Reliance Mutual Fund
